,SMA,RSI,LABEL
0,1,1.0,1
1,1,1.0,1
2,1,1.0,1
3,1,1.0,1
4,1,1.0,1
5,1,1.0,1
6,1,1.0,1
7,1,1.0,1
8,1,1.0,1
9,1,1.0,1
10,1,1.0,1
11,1,1.0,1
12,1,1.0,1
13,1,1.0,1
14,1,1.0,1
15,1,1.0,1
16,1,1.0,1
17,1,1.0,1
18,1,1.0,1
19,1,1.0,1
20,1,1.0,1
21,1,1.0,1
22,1,1.0,1
23,1,1.0,1
24,1,1.0,1
25,1,1.0,1
26,1,1.0,1
27,1,1.0,0
28,1,1.0,1
29,1,1.0,1
30,1,1.0,1
31,1,1.0,1
32,1,1.0,1
33,1,1.0,1
34,1,1.0,1
35,1,1.0,0
36,1,1.0,1
37,1,1.0,1
38,1,1.0,1
39,1,1.0,1
40,1,1.0,1
41,1,1.0,1
42,1,1.0,1
43,1,1.0,1
44,1,1.0,1
45,1,1.0,1
46,1,1.0,1
47,1,1.0,1
48,1,1.0,1
49,1,1.0,1
50,1,1.0,1
51,1,1.0,1
52,1,1.0,1
53,1,1.0,1
54,1,1.0,1
55,1,1.0,1
56,1,1.0,1
57,1,1.0,1
58,1,1.0,1
59,1,1.0,1
60,1,1.0,1
61,1,1.0,1
62,1,1.0,1
63,1,1.0,1
64,1,1.0,1
65,1,1.0,1
66,1,1.0,1
67,1,1.0,1
68,1,1.0,0
69,1,1.0,0
70,1,1.0,0
71,1,1.0,0
72,1,1.0,0
73,1,1.0,0
74,1,1.0,1
75,1,1.0,0
76,1,1.0,0
77,1,1.0,0
78,1,1.0,0
79,1,1.0,0
80,1,1.0,0
81,1,1.0,1
82,1,1.0,0
83,1,1.0,0
84,1,1.0,0
85,1,1.0,0
86,1,1.0,0
87,1,1.0,0
88,1,1.0,0
89,1,1.0,0
90,1,1.0,0
91,1,1.0,0
92,1,1.0,0
93,1,1.0,1
94,1,0.0,1
95,1,0.0,1
96,1,0.0,1
97,1,0.0,1
98,1,0.0,1
99,1,0.0,0
100,1,0.0,0
101,1,0.0,0
102,1,0.0,0
103,1,0.0,0
104,1,0.0,0
105,0,0.0,1
106,0,0.0,0
107,0,0.0,0
108,0,0.0,0
109,0,0.5,1
110,0,0.5,0
111,0,1.0,0
112,0,0.0,1
113,0,0.0,0
114,0,1.0,1
115,0,0.0,0
116,0,0.0,1
117,0,0.0,1
118,0,1.0,1
119,0,0.0,1
120,0,0.0,1
121,0,0.0,1
122,0,1.0,1
123,0,1.0,0
124,0,1.0,0
125,0,1.0,0
126,0,1.0,1
127,0,1.0,0
128,0,0.0,1
129,0,0.0,1
130,0,0.0,1
131,0,0.0,1
132,0,0.0,1
133,0,0.0,1
134,0,0.0,1
135,0,0.0,1
136,0,0.0,1
137,0,0.0,1
138,0,0.5,1
139,0,0.5,1
140,0,1.0,1
141,0,1.0,1
142,0,1.0,1
143,0,1.0,1
144,0,1.0,1
145,0,1.0,1
146,0,1.0,1
147,0,1.0,1
148,0,1.0,1
149,0,0.0,1
